Object_Identificator,Bonus,Onus_0,Onus_1,Onus_2,Onus_3,Onus_4,Onus_5,Onus_6,Onus_7,Onus_8,Onus_9,Onus_10,Onus_11,Onus_12,Onus_13,Onus_14,Onus_15,Onus_16,Onus_17,Onus_18,Onus_19,Onus_20,Onus_21,Onus_22,Onus_23,Onus_24,Onus_25,Onus_26,Onus_27,Onus_28,Onus_29,Onus_30,Onus_31,Onus_32,Onus_33,Onus_34,Onus_35,Onus_36,Onus_37,Onus_38,Onus_39,Onus_40,Onus_41,Onus_42,Onus_43,Onus_44,Onus_45,Onus_46,Onus_47,Onus_48,Onus_49,Onus_50,Onus_51,Onus_52,Onus_53,Onus_54,Onus_55,Onus_56,Onus_57,Onus_58,Onus_59,Onus_60,Onus_61,Onus_62,Onus_63,Onus_64,Onus_65,Onus_66,Onus_67,Onus_68,Onus_69,Onus_70,Onus_71,Onus_72,Onus_73,Onus_74,Onus_75,Onus_76,Onus_77,Onus_78,Onus_79,Onus_80,Onus_81,Onus_82,Onus_83,Onus_84,Onus_85,Onus_86,Onus_87,Onus_88,Onus_89,Onus_90,Onus_91,Onus_92,Onus_93,Onus_94,Onus_95,Onus_96,Onus_97,Onus_98,Onus_99,Onus_100,Onus_101,Onus_102,Onus_103,Onus_104,Onus_105,Onus_106,Onus_107,Onus_108,Onus_109
933,355.21323,361.97183,709.64555,411.16932,90.64887,855.60608,224.93418,266.35205,266.29978,113.20903,498.62344,998.21107,794.29257,750.92406,338.29892,867.73218,158.13293,112.41307,270.11442,737.19937,215.68788,983.21248,108.90804,86.08885,358.92461,233.1936,277.57344,635.96207,113.38552,763.5342,455.54351,281.21544,477.57524,268.03906,475.99602,94.65419,38.64678,287.35813,171.3193,814.29889,691.89256,734.61114,916.13724,893.24543,80.5601,612.51679,717.51152,689.74403,546.2941,66.04789,581.65392,582.91528,524.00109,178.96767,162.58357,253.17442,789.26612,305.61449,490.26657,936.92367,742.33429,784.98058,723.33108,571.23034,437.0511,618.19718,444.86402,839.24644,509.68718,110.07293,582.35904,136.89627,214.44635,68.35271,727.75911,875.98419,972.11992,828.15476,140.15627,540.71868,206.92776,815.18081,459.1264,895.97001,824.64151,863.8907,355.76543,870.10835,279.29894,57.66397,624.50333,116.92049,215.50219,786.68574,919.59728,690.42417,327.46863,260.48047,205.38057,140.12083,134.76308,885.19404,314.22698,98.39497,304.05927,670.19644,313.89009,108.70018,777.02927,562.18237,730.92562
934,765.30836,2.93417,539.72456,87.90048,644.54027,290.68003,923.86749,831.73356,623.01395,483.70831,40.34987,293.85089,715.90084,760.37737,445.33656,124.81278,139.63412,186.46271,304.54214,338.7386,836.33157,790.52556,10.60685,591.52421,513.00526,475.90903,452.24615,431.58203,490.1473,883.72103,70.21471,41.62312,512.25623,195.96172,521.35501,235.50381,857.22783,562.50775,891.48637,570.33362,926.28576,151.12612,25.59661,272.12982,675.79218,489.50023,136.89694,923.25558,39.25877,723.10305,407.50012,383.99255,192.23325,534.80499,590.50169,759.63429,681.20298,533.33715,596.88967,983.88991,278.26343,418.02206,901.21642,795.85159,276.17505,375.04893,949.71503,322.0144,356.36358,983.86393,751.69576,173.80456,282.67837,859.53451,654.10054,883.26209,761.51737,448.37645,176.00476,115.17141,699.11105,677.26301,759.50865,905.07654,910.99274,983.17962,342.58957,263.21115,163.28127,1.36965,559.27482,205.59064,503.0737,85.8785,430.21614,347.40025,578.12286,148.59026,204.65701,698.86479,894.07882,396.13945,721.74068,78.05554,208.11196,693.32728,877.27506,528.91556,142.63776,29.80236,664.63689
935,7.69536,604.29372,984.3212,244.36191,836.4832,975.79332,991.78544,79.35229,683.68397,66.02093,988.0973,540.34572,582.99916,823.66827,763.11922,650.63463,774.35393,625.80322,959.03869,778.5656,51.30236,559.77929,625.52956,919.75005,404.87287,107.76542,354.25047,350.12323,934.57054,399.46949,784.61347,954.80586,293.13651,185.0134,427.01609,987.91214,434.54131,101.22155,894.72261,386.996,111.94709,120.95036,816.05383,286.47843,846.69431,614.14959,3.03645,719.87647,373.6186,908.34942,529.43329,333.94632,23.27074,650.19831,339.31293,699.50911,742.72619,668.74474,219.09186,613.32204,426.08564,706.19362,95.666,465.44064,417.59534,399.17789,919.30946,201.93742,586.49385,190.58957,884.13563,814.72962,344.77702,225.54099,827.57739,593.55859,205.97002,283.08532,586.69444,271.4747,785.13365,114.21674,768.96281,544.46296,603.35254,79.36517,751.30181,522.57045,18.66709,42.77472,837.59628,270.00124,858.80948,945.32517,717.28934,564.60154,99.84719,128.24846,796.11023,831.6567,951.12399,988.59702,371.19511,70.13983,371.50923,752.69496,763.80248,37.21198,250.15736,886.02981,348.07174
936,586.47328,532.16044,135.49778,297.52826,216.20732,638.31345,162.52482,943.34396,336.02265,118.00525,443.49823,858.20241,761.15664,199.9851,433.4582,15.97699,796.44075,651.7813,825.12673,383.25568,730.37421,637.30562,468.434,263.14722,604.27858,793.39989,384.01614,515.93308,204.45944,643.5486,380.62347,439.79981,417.00162,155.08625,599.2028,463.60128,132.95959,366.35429,617.09792,277.29061,933.52691,903.37577,695.87742,779.32966,341.20853,107.96302,217.63791,803.55284,160.22411,820.07652,478.09413,986.95731,161.39005,903.03902,426.84877,51.38128,382.6868,107.60301,119.28886,718.24736,993.30128,73.87864,138.14248,569.74151,529.55647,308.84849,568.13154,640.57558,752.35666,855.84436,812.77928,941.51754,287.31178,99.18222,327.48749,565.90248,468.01035,591.63169,682.02668,183.00014,432.75014,658.05504,612.89501,925.11278,844.65267,252.79251,582.04777,452.16791,462.27251,913.66187,782.39272,524.96178,591.07313,528.24513,865.58252,903.99384,32.90289,931.27109,167.02964,185.41707,345.23698,61.17709,291.95946,837.34596,874.5621,285.67283,533.79543,977.4193,48.35777,320.45232,455.93159
937,258.37013,591.00252,690.73981,578.88629,435.55148,20.31324,117.86845,81.75097,951.50925,26.54251,845.07695,229.44991,765.00169,189.60071,256.17206,849.91023,495.31862,309.00825,937.56617,672.19578,139.75742,615.99744,603.4465,173.69159,800.87825,590.29219,342.94453,770.31606,421.7165,595.38206,49.89524,546.91989,713.69494,128.28379,446.58387,155.11447,153.33517,770.13087,899.38093,119.25971,507.62973,912.42042,369.27486,329.07876,904.64823,895.58689,982.56813,914.46945,627.20881,233.92734,689.20447,453.73602,286.28695,108.58921,884.52272,230.20079,500.97175,43.62021,175.19804,298.43453,221.72369,928.1856,704.32003,306.98786,851.31566,395.8328,358.18633,735.97558,101.37219,805.21499,467.659,754.81849,543.4588,991.58686,78.08062,618.54872,1.65291,819.46319,702.49468,352.6309,214.77319,262.03268,291.24453,70.04601,567.22895,500.23327,696.04562,743.39168,92.3492,867.14649,107.77766,855.13174,396.47861,480.96095,588.08256,611.39521,162.40802,2.35218,494.66322,730.48129,315.28568,172.78974,426.19651,342.24496,715.27171,936.93333,658.08371,752.8129,91.4944,15.11827,574.78282
938,891.65544,40.19105,346.36105,808.37749,961.21432,730.7917,531.1821,792.32596,543.65003,512.00489,331.44002,182.44853,852.20802,798.30543,69.64859,292.19946,594.6873,77.46337,802.30002,359.1203,553.02716,630.13773,259.05369,432.63022,212.71911,181.60779,114.97974,493.39116,105.6569,916.07891,763.55503,382.13207,223.61574,667.95182,1.72683,461.47054,342.04161,265.18486,683.92956,738.06301,506.33941,142.63726,386.1384,264.17082,993.78332,239.34168,59.19255,296.22074,631.9075,109.53313,101.68249,714.47284,620.58059,62.90644,541.85186,158.29889,111.48753,976.77251,270.55192,451.80263,659.62647,212.81684,99.45842,71.37273,746.76005,950.28535,357.14842,228.73476,224.23969,781.2657,977.83813,286.86739,13.2331,561.34721,25.5817,556.80703,736.94091,274.98946,301.96001,198.53632,527.61491,325.56389,551.91891,257.21464,73.54081,636.4066,704.02536,720.00484,962.00924,871.43367,75.63663,575.05971,734.33137,166.93909,514.85975,721.56552,828.28654,896.29953,518.36478,401.2579,757.59582,675.87925,854.5111,795.96382,32.17523,519.3031,861.04695,182.38876,69.62483,501.08854,992.90909
939,844.68398,683.43925,985.20024,976.51106,80.45956,540.85639,14.76904,386.23683,59.10527,387.64715,83.85972,663.86058,53.15804,706.98112,247.92564,780.44488,548.53646,599.80204,725.36146,771.4262,315.82209,194.90513,619.66442,156.66521,820.65359,881.96651,417.44285,497.4575,625.48756,597.02959,834.93484,832.87112,22.05425,79.83203,364.28848,110.43619,692.69319,876.76039,544.41644,605.10251,826.734,752.22879,953.40863,192.99254,220.67312,169.96869,802.89932,461.21506,572.93791,674.55547,472.49847,334.33869,679.77836,249.85837,303.3713,629.66652,247.45789,92.29947,701.73852,964.90314,645.04663,177.23866,931.74648,294.39822,222.34745,600.33297,166.40664,990.1303,845.26263,451.61011,213.06308,738.77076,818.47173,852.59177,639.8519,831.53517,95.82704,868.16899,655.04069,742.04084,434.66865,761.31011,537.8111,532.46231,143.4771,774.22535,292.74275,704.13209,756.75858,608.20169,220.25399,988.39088,344.02191,441.31173,144.9895,695.86049,193.92252,873.65147,983.46833,878.43113,340.25819,374.4157,551.11364,726.26335,725.27584,857.53868,780.53455,724.47213,609.21599,436.22193,16.71756
940,702.98212,95.42918,369.68601,402.95052,157.13679,629.73996,544.01188,691.02792,144.81112,926.25681,28.80504,58.48163,439.27624,329.83188,19.42383,876.02861,963.46408,737.15989,698.80939,767.28369,282.93653,458.97217,151.22647,114.75632,321.15604,627.7878,87.86493,455.89597,149.99044,228.96725,834.88644,949.41556,896.91099,59.1595,4.08235,69.38517,921.76979,710.31012,970.6994,343.66686,211.0691,368.25776,189.11804,580.17344,899.05253,735.88131,500.48944,218.13006,630.95879,684.81477,381.79118,977.83229,867.0383,173.66054,280.54758,55.66114,92.98577,61.03308,544.72568,861.39356,111.9231,754.0331,910.90572,47.53149,37.05602,214.5572,725.70129,851.08185,688.09517,583.32112,191.3723,947.89764,865.09013,679.6442,625.34098,816.64844,510.79681,865.19946,547.32429,259.73689,206.66738,850.57153,686.62573,946.78975,763.71862,112.28017,63.78877,769.84129,280.77229,401.75903,569.31591,708.63788,949.92603,609.16242,416.77516,89.79717,307.21363,960.12899,60.36225,88.6426,200.25596,237.67255,198.80564,135.34772,191.23628,185.03475,893.87909,514.02108,684.27296,381.6793,748.45072
941,466.01491,650.64518,533.5692,196.76984,227.7904,840.90468,303.60595,751.93192,959.42792,474.10903,84.37711,854.14418,128.97039,208.28697,41.20569,44.33996,455.65719,664.07473,445.52997,51.91733,212.99464,127.19565,527.47453,101.04863,87.46774,533.65206,104.62422,947.09187,635.2823,751.9215,793.03126,415.72459,568.24733,511.25705,693.95405,909.2597,645.63692,966.98186,996.83177,748.94811,581.03245,295.58802,253.13158,622.19247,661.96835,252.88911,28.3329,365.71869,735.91367,39.23466,189.04846,355.83423,842.77292,646.82797,426.07732,957.18744,980.49088,634.03586,553.1807,153.80253,138.77271,919.84762,361.35045,173.17948,182.63403,441.70331,4.30246,482.82628,102.54363,259.44658,492.9894,751.25002,665.46864,493.17968,462.28699,381.77841,260.37348,891.99085,452.21281,104.22838,64.98847,992.44751,692.34461,988.59113,431.67063,941.03583,974.25063,897.70846,414.70019,499.7743,37.89037,823.14427,575.6897,158.76242,698.31483,773.9671,743.31026,572.28251,920.00055,439.11713,214.28397,403.63535,555.84975,147.27353,808.29964,155.7399,713.53959,940.87306,804.93944,86.79962,83.10277
942,5.54048,812.3737,960.21773,388.25733,333.53359,69.64111,294.63305,159.43615,930.2538,240.96137,111.67723,461.86897,889.38468,122.95125,407.75726,146.76033,239.67266,151.22284,851.94623,507.08907,954.77123,41.96148,803.10823,500.01054,437.15128,68.55574,73.48889,778.05855,565.07448,675.80273,282.91061,833.23168,233.66642,263.70447,713.15483,197.01759,365.29398,543.88249,292.12707,100.84282,236.96307,867.10457,303.3384,442.08155,297.91522,473.99583,576.98782,460.97159,736.77863,219.98172,592.7591,451.1,457.99553,118.75209,736.76662,323.66969,533.87947,406.07479,752.42067,713.15518,650.27906,21.81303,31.46172,250.04326,818.23424,243.06421,986.37132,110.08617,735.94488,912.8277,562.1502,968.08213,35.57766,656.4994,957.67743,279.60756,894.13149,129.59167,483.37269,263.74873,343.43744,408.85211,24.46201,258.08548,144.81425,514.5028,362.81799,652.51452,172.63356,321.84004,356.96394,836.6883,318.17951,55.24162,902.67102,526.40159,120.89551,403.58546,856.4942,9.29807,252.81634,44.83722,67.87492,181.76021,512.66106,617.24818,652.6686,496.77858,323.44842,358.4319,862.08182
943,719.66771,447.75231,22.42441,715.37138,349.28208,297.97257,285.3122,141.95198,505.72496,981.50008,693.25935,140.4718,12.11935,213.17312,596.2078,156.25027,139.62441,337.74525,395.79875,690.39224,953.99476,281.8211,138.64364,679.11564,860.81188,336.2916,337.82472,55.21515,351.30386,707.60613,783.16807,310.92533,684.45356,589.30042,184.09482,713.96527,688.25514,843.85821,781.00773,725.7749,151.42388,571.95429,667.85933,896.13762,84.17789,447.50476,746.63464,195.61198,981.03767,232.32646,818.26278,188.74524,397.06645,209.84431,739.67953,48.47248,768.85825,612.13099,379.99721,212.59259,885.44429,41.40238,13.78692,175.34285,352.12046,476.74244,672.74501,43.79926,282.94344,257.90075,948.1779,106.55903,219.3345,129.15682,43.37524,545.21924,467.32491,645.98957,930.45253,17.91349,915.18713,979.43548,768.44761,528.22284,231.86217,911.29123,651.68096,912.53275,316.03337,862.86088,984.17784,429.55173,394.86447,275.93302,591.78181,189.17774,926.23799,587.84894,20.401,235.16509,423.12087,196.80111,601.25141,776.87053,511.1768,203.25446,123.90474,949.73208,665.51963,342.24823,567.87534
944,805.75961,655.77602,678.98875,656.69433,871.47275,415.55314,663.80897,605.44201,280.71555,309.60019,903.4645,359.62273,650.11195,271.45711,139.36427,821.07838,145.7881,625.82375,476.82,680.21329,422.07282,10.68146,738.86866,747.96144,773.16742,149.93764,450.43106,83.73141,797.23538,371.81797,107.22322,317.64531,278.0941,47.0301,839.81803,980.38741,48.00319,186.3328,795.82053,564.28018,26.74243,722.60059,691.91264,467.89742,326.35429,334.52393,612.42824,64.12408,592.86363,889.30803,454.55937,934.02771,233.6094,84.29666,689.82533,603.33993,57.83278,710.14342,310.30747,965.35413,942.25702,193.80629,608.33516,146.17103,359.12237,864.07165,796.8091,133.04387,663.57259,62.47944,227.42598,780.01397,911.78061,459.87632,673.30692,544.50301,766.79824,339.78258,316.7204,958.04832,705.49434,207.23627,97.44753,353.33608,402.07544,278.01833,826.6367,821.34742,320.9108,198.92375,439.57993,627.90896,470.85825,311.01613,720.29671,433.78261,684.58717,362.10675,355.54499,969.25803,225.62542,92.78043,257.15929,116.70245,78.31373,689.81707,402.8509,882.07054,427.44069,13.48619,572.83226
945,792.68566,228.25877,58.92923,280.26107,219.96599,780.37485,447.7332,667.86676,713.30285,203.93932,273.11821,709.10912,699.11009,57.26354,82.85471,27.06274,974.57347,444.5283,10.59508,467.45092,776.10965,620.97236,909.53842,109.76059,862.29209,317.23078,752.4354,291.44788,621.84481,371.84137,35.15859,843.48375,392.51667,424.41251,846.60863,969.07743,31.36034,269.13366,275.54457,860.50659,75.15169,184.54409,453.96138,720.60609,201.76591,790.4384,583.6964,300.22751,932.16216,161.3726,172.54353,383.94962,136.71924,295.17824,369.05082,98.76614,214.11186,687.36716,626.98916,958.33639,293.24476,555.12951,461.86008,996.19521,922.19919,798.62911,600.00713,734.1133,443.1628,51.9109,54.96464,700.33739,360.1593,851.05267,165.79436,187.04422,330.63813,81.7521,839.45384,643.53928,388.66734,482.72448,833.83026,669.44492,607.22485,200.60367,515.87412,229.80553,934.52631,139.15685,325.00973,154.64454,431.18198,966.28685,516.91015,399.55169,973.88268,639.56706,8.01477,158.96494,923.29731,727.94831,614.54432,238.83923,937.72556,667.8944,313.61542,3.49275,210.02726,783.35471,339.14856
946,544.61323,479.53917,472.75154,982.4652,757.88517,719.55526,110.62585,770.12925,348.4919,746.44215,504.3339,738.51181,173.74307,321.63064,529.51529,876.51145,389.11734,672.88758,267.83113,889.63656,788.05178,764.92503,710.57218,880.8583,480.81942,296.5148,596.407,361.38939,807.5968,554.66888,438.32027,863.56706,478.34246,979.18225,659.34928,833.24305,706.18167,591.70442,129.09391,231.3951,326.38178,478.48622,687.43906,843.89999,340.44618,740.88681,421.82279,879.60107,219.5997,660.19321,530.40259,693.28768,209.94399,950.81906,3.13996,958.09351,644.78091,568.67483,505.99496,203.38178,807.38845,901.25168,11.19188,341.66041,758.44516,4.70744,356.47189,615.46118,819.80773,941.95562,204.8493,981.95432,880.01904,593.77745,342.45018,599.89377,5.03184,443.39059,753.86619,876.31326,723.67351,901.38324,655.80689,288.42688,453.95648,560.18542,378.1741,99.19665,217.15986,157.27463,99.77381,662.06395,170.66749,200.80584,258.99281,560.14794,322.18796,552.62882,821.12014,170.67251,816.87866,587.28484,964.05165,672.269,48.91478,408.66792,19.63639,464.22411,692.28482,42.31746,281.10828
947,666.06369,578.68393,815.01524,121.57683,437.99725,891.47343,44.39104,23.10402,848.44856,87.99684,158.66974,904.69106,171.642,943.05468,539.74706,288.81663,583.91293,702.04402,30.73465,961.20296,163.46621,41.38168,571.29696,174.37868,615.45773,996.85219,827.82394,471.22039,7.07639,811.63514,333.23424,204.6497,54.47957,649.51041,114.37928,394.14914,870.38122,829.00938,833.82821,823.65216,41.01193,433.49797,196.93416,622.40671,698.84077,981.26406,159.5358,326.08571,802.46343,351.70938,877.79378,629.06016,565.45959,67.10148,996.84572,268.73783,717.88096,307.76348,398.22994,435.19751,863.8017,529.4234,210.15915,518.77512,150.58951,457.06314,584.19401,571.51501,359.95082,930.9024,437.84562,447.52752,632.78801,461.64392,275.9335,549.8747,186.19453,889.68121,195.7635,465.01159,409.40695,775.26895,415.31355,592.11174,302.68081,369.72391,994.18667,345.24477,529.27113,17.98016,51.9477,28.0921,771.32623,731.03179,285.43152,710.33001,494.67397,935.60321,398.27433,210.25024,261.22262,330.01355,478.31459,296.24486,411.03667,234.97979,787.4365,894.19537,596.62924,605.9468,988.41839
948,134.28673,65.3449,435.15463,992.17321,366.11135,197.59715,996.48896,293.49683,477.62846,952.40328,35.62369,158.05313,101.24974,720.78259,596.71194,404.80512,77.28718,957.49646,783.8312,219.39117,328.45138,570.7186,466.6002,568.91557,899.25818,385.97562,950.19863,810.34995,898.96433,12.33324,399.74353,965.13844,265.95808,376.24645,40.00528,116.63074,782.34145,457.15081,317.90311,205.29495,660.23032,423.19415,589.42684,40.49066,347.68745,895.65326,608.34254,541.24117,493.14145,433.83048,897.23661,862.06151,291.47585,569.84688,216.57996,351.93451,948.22593,112.04262,686.44276,250.97599,555.5501,258.62865,376.52947,818.70746,611.65557,601.03439,577.85868,342.88373,612.75815,766.70058,541.01889,745.57753,630.63884,127.81442,872.99688,130.20492,143.38495,748.10976,468.35068,313.82338,196.90689,353.23687,4.37484,905.1537,974.38879,426.2696,519.67299,710.84233,245.34293,990.16599,24.07259,807.46852,884.3457,146.32006,890.14293,162.22412,573.75938,718.25376,124.80557,28.53855,176.99362,606.89488,406.04569,687.58692,720.49626,758.04956,998.29992,438.07612,468.79458,24.35276,714.92888
949,103.81114,135.88611,549.72731,523.34725,451.77329,428.70129,519.30519,511.75016,994.29442,886.95825,685.6141,873.56973,579.11889,819.32233,396.36931,670.03468,318.46601,818.82275,57.84103,861.42967,673.86934,487.55118,58.79386,315.68871,44.99097,879.89349,822.50506,305.49221,492.85615,859.88603,711.467,157.96381,68.41055,199.1519,975.02469,977.17093,667.69733,576.86059,940.52163,740.05447,603.14257,4.07818,282.19104,958.24979,529.31893,164.19388,820.59122,253.28976,351.16356,425.39287,257.47973,278.55594,771.32837,552.62699,496.31017,802.60756,397.07378,298.84783,86.55325,255.48434,309.42289,943.77673,444.29858,650.75112,703.72048,918.75208,925.61387,833.94964,659.68203,131.3323,162.0442,352.97554,250.14535,599.15294,808.30024,2.77907,995.05132,4.13085,455.79691,757.41262,378.59964,22.19769,195.39156,196.17769,601.0872,352.08688,644.80507,946.23225,38.48161,925.62965,673.29062,366.0141,532.05296,891.9826,42.23351,890.93112,888.6493,465.07733,886.26079,735.62716,943.05339,399.4423,420.31668,427.64634,326.22281,797.69285,948.63411,554.05135,274.68129,159.52751,574.36849
950,712.55456,516.17671,201.08769,178.70863,478.68982,569.41717,37.84565,641.21254,708.11942,535.25543,882.11295,35.14799,825.52936,749.57093,903.87984,394.1732,532.40633,849.03635,691.79721,201.34816,370.98697,687.27051,204.3688,758.45856,844.59757,443.12602,484.53056,465.79371,687.57064,476.83968,11.18778,2.27378,120.24457,347.21015,807.67274,341.31308,176.40078,420.42166,742.48729,459.68994,673.29014,63.61763,616.74039,656.07329,317.71419,813.46587,860.90607,558.18292,209.19692,24.88186,673.80758,210.80396,821.50351,802.69509,245.00505,624.16182,551.34123,795.46915,545.68116,681.89215,554.70476,973.92282,772.27941,391.04026,428.86012,47.65965,972.6596,34.21637,232.25829,207.07995,311.49326,741.90525,897.58693,189.33344,552.2715,864.05366,252.65972,280.68006,831.93624,672.84633,205.93785,709.22361,160.4907,635.10613,933.79129,713.22574,329.60396,226.882,150.64972,615.99661,319.96908,493.85862,228.78459,571.04651,536.30631,96.83552,642.12558,448.99253,90.4796,0.64385,771.14676,244.07039,50.01482,711.71749,946.21322,651.88064,379.38922,714.59285,687.55695,177.95824,155.7222
951,747.67339,632.40158,303.34586,271.2617,65.54808,264.11535,256.14909,47.27784,490.06688,857.52127,546.45842,717.96428,405.27843,783.48821,208.69272,192.98421,490.05217,817.64704,344.00645,891.14182,179.37911,291.25048,33.97451,159.27903,729.34223,310.12828,842.71559,110.64029,108.07354,601.31354,133.0669,821.06846,454.65715,694.09779,162.1737,859.17929,565.36242,295.83222,697.75406,434.47097,976.67555,133.7327,123.48405,156.81441,417.52601,240.40241,581.03807,192.29129,558.11298,631.22612,783.41664,636.26836,262.56383,408.26279,290.87616,627.28797,155.08946,639.52425,91.74515,167.61176,406.29048,166.04416,314.62024,173.2397,944.47948,655.41223,133.22932,487.59813,976.1986,703.74539,356.67839,987.77702,302.40448,207.89895,679.45833,618.84027,319.20549,775.93038,583.68281,221.46293,681.05035,819.27176,485.32726,336.61374,971.3936,64.45049,368.24462,257.81475,652.11087,203.26865,784.58246,106.70697,963.98545,759.10039,307.65151,448.87645,315.26051,848.44723,255.87318,589.83737,905.16675,927.14766,839.09678,803.29147,182.51197,414.34966,570.90758,59.30176,1.23555,887.45486,889.50539
